Location;Parameter;Result;Units;Timestep;Aggregation;Datetime (UTC);timeStep;resultType
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/13/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/14/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/15/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/16/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/17/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/18/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/19/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/20/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/21/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/22/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/23/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/24/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/25/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/26/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/27/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/28/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/29/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;9/30/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/1/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/2/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/3/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/4/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/5/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/6/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/7/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/8/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/9/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/10/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/11/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/12/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/13/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/14/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/15/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/16/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/17/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/18/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/19/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/20/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/21/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/22/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/23/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/24/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/25/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/26/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/27/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/28/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/29/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/30/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;10/31/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/1/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/2/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/3/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/4/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/5/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/6/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/7/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/8/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/9/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/10/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/11/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/12/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/13/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/14/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/15/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/16/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/17/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/18/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/19/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/20/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/21/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/22/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/23/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/24/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/25/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/26/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/27/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/28/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/29/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;11/30/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;12/1/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;12/2/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;256;cfs;daily;average;12/3/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;340;cfs;daily;average;12/4/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/5/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/6/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/7/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/8/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/9/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/10/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/11/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/12/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/13/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;381;cfs;daily;average;12/14/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;486;cfs;daily;average;12/15/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/16/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/17/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/18/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/19/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/20/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/21/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/22/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;575;cfs;daily;average;12/23/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;679;cfs;daily;average;12/24/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/25/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/26/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/27/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/28/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/29/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;750;cfs;daily;average;12/30/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;313;cfs;daily;average;12/31/08 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/1/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/2/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/3/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/4/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/5/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/6/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/7/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/8/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/9/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/10/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/11/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/12/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/13/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/14/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/15/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/16/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/17/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/18/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/19/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/20/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/21/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/22/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/23/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/24/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/25/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/26/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/27/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/28/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/29/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/30/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;1/31/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/1/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/2/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/3/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/4/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/5/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/6/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/7/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/8/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/9/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/10/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/11/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/12/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/13/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/14/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/15/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/16/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/17/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/18/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/19/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/20/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/21/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/22/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/23/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/24/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/25/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/26/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/27/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;2/28/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/1/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/2/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/3/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/4/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;0;cfs;daily;average;3/5/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;31;cfs;daily;average;3/6/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/7/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/8/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/9/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/10/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/11/09 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;3/12/09 7:00;day;observed
