abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"BOCBGRCO","=""11/18/2020 00:00""","86","cfs","O","","=""11/19/2020 00:23""",
"BOCBGRCO","=""11/19/2020 00:00""","89.4","cfs","O","","=""11/20/2020 00:23""",
"BOCBGRCO","=""11/20/2020 00:00""","89.4","cfs","O","","=""11/21/2020 00:23""",
"BOCBGRCO","=""11/21/2020 00:00""","89.4","cfs","O","","=""11/22/2020 00:23""",
"BOCBGRCO","=""11/22/2020 00:00""","89.4","cfs","O","","=""11/23/2020 00:23""",
"BOCBGRCO","=""11/23/2020 00:00""","87.2","cfs","O","","=""11/24/2020 00:23""",
"BOCBGRCO","=""11/24/2020 00:00""","89.2","cfs","O","","=""11/25/2020 00:23""",
"BOCBGRCO","=""11/25/2020 00:00""","87.4","cfs","O","","=""11/26/2020 00:23""",
"BOCBGRCO","=""11/26/2020 00:00""","86","cfs","O","","=""11/27/2020 00:23""",
"BOCBGRCO","=""11/27/2020 00:00""","86.1","cfs","O","","=""11/28/2020 00:23""",
"BOCBGRCO","=""11/28/2020 00:00""","86.1","cfs","O","","=""11/29/2020 00:23""",
"BOCBGRCO","=""11/29/2020 00:00""","86.3","cfs","O","","=""11/30/2020 00:22""",
"BOCBGRCO","=""11/30/2020 00:00""","85.6","cfs","O","","=""12/01/2020 00:23""",
"BOCBGRCO","=""12/01/2020 00:00""","83.4","cfs","O","","=""12/02/2020 00:23""",
"BOCBGRCO","=""12/02/2020 00:00""","81.9","cfs","O","","=""12/03/2020 00:23""",
"BOCBGRCO","=""12/03/2020 00:00""","81.9","cfs","O","","=""12/04/2020 00:23""",
"BOCBGRCO","=""12/04/2020 00:00""","81.9","cfs","O","","=""12/05/2020 00:23""",
"BOCBGRCO","=""12/05/2020 00:00""","81.9","cfs","O","","=""12/06/2020 00:23""",
"BOCBGRCO","=""12/06/2020 00:00""","81.7","cfs","O","","=""12/07/2020 00:23""",
"BOCBGRCO","=""12/07/2020 00:00""","81.9","cfs","O","","=""12/08/2020 00:22""",
"BOCBGRCO","=""12/08/2020 00:00""","33.4","cfs","O","","=""12/09/2020 00:23""",
"BOCBGRCO","=""12/09/2020 00:00""","6.97","cfs","O","","=""12/10/2020 00:23""",
"BOCBGRCO","=""12/10/2020 00:00""","6.1","cfs","O","","=""12/11/2020 00:22""",
"BOCBGRCO","=""12/11/2020 00:00""","6.4","cfs","O","","=""12/12/2020 00:23""",
"BOCBGRCO","=""12/12/2020 00:00""","5.68","cfs","O","","=""12/13/2020 00:23""",
"BOCBGRCO","=""12/13/2020 00:00""","5.62","cfs","O","","=""12/14/2020 00:23""",
"BOCBGRCO","=""12/14/2020 00:00""","14.3","cfs","O","","=""12/15/2020 00:23""",
"BOCBGRCO","=""12/15/2020 00:00""","10.4","cfs","O","","=""12/16/2020 00:23""",
"BOCBGRCO","=""12/16/2020 00:00""","8.29","cfs","O","","=""12/17/2020 00:23""",
"BOCBGRCO","=""12/17/2020 00:00""","10.4","cfs","O","","=""12/18/2020 00:23""",
"BOCBGRCO","=""12/18/2020 00:00""","7.14","cfs","O","","=""12/19/2020 00:22""",
"BOCBGRCO","=""12/19/2020 00:00""","4.77","cfs","O","","=""12/20/2020 00:23""",
"BOCBGRCO","=""12/20/2020 00:00""","5.11","cfs","O","","=""12/21/2020 00:23""",
"BOCBGRCO","=""12/21/2020 00:00""","5.03","cfs","O","","=""12/22/2020 00:23""",
"BOCBGRCO","=""12/22/2020 00:00""","4.47","cfs","O","","=""12/23/2020 00:23""",
"BOCBGRCO","=""12/23/2020 00:00""","4.69","cfs","O","","=""12/24/2020 00:23""",
"BOCBGRCO","=""12/24/2020 00:00""","7.09","cfs","O","","=""12/25/2020 00:22""",
"BOCBGRCO","=""12/25/2020 00:00""","4.44","cfs","O","","=""12/26/2020 00:23""",
"BOCBGRCO","=""12/26/2020 00:00""","4.44","cfs","O","","=""12/27/2020 00:23""",
"BOCBGRCO","=""12/27/2020 00:00""","4.44","cfs","O","","=""12/28/2020 00:23""",
"BOCBGRCO","=""12/28/2020 00:00""","6.65","cfs","O","","=""12/29/2020 00:23""",
"BOCBGRCO","=""12/29/2020 00:00""","7.89","cfs","O","","=""12/30/2020 00:23""",
"BOCBGRCO","=""12/30/2020 00:00""","7.89","cfs","O","","=""12/31/2020 00:23""",
"BOCBGRCO","=""12/31/2020 00:00""","7.89","cfs","O","","=""01/01/2021 00:22""",
"BOCBGRCO","=""01/01/2021 00:00""","7.89","cfs","O","","=""01/02/2021 01:06""",
"BOCBGRCO","=""01/02/2021 00:00""","7.89","cfs","O","","=""01/03/2021 00:23""",
"BOCBGRCO","=""01/03/2021 00:00""","7.88","cfs","O","","=""01/04/2021 00:23""",
"BOCBGRCO","=""01/04/2021 00:00""","7.89","cfs","O","","=""01/05/2021 00:22""",
"BOCBGRCO","=""01/05/2021 00:00""","5.6","cfs","O","","=""01/06/2021 00:23""",
"BOCBGRCO","=""01/06/2021 00:00""","4.05","cfs","O","","=""01/07/2021 00:23""",
"BOCBGRCO","=""01/07/2021 00:00""","4.05","cfs","O","","=""01/08/2021 00:23""",
"BOCBGRCO","=""01/08/2021 00:00""","4.17","cfs","O","","=""01/09/2021 00:22""",
"BOCBGRCO","=""01/09/2021 00:00""","4.07","cfs","O","","=""01/10/2021 00:23""",
"BOCBGRCO","=""01/10/2021 00:00""","4.05","cfs","O","","=""01/11/2021 00:23""",
"BOCBGRCO","=""01/11/2021 00:00""","6.83","cfs","O","","=""01/12/2021 00:23""",
"BOCBGRCO","=""01/12/2021 00:00""","4.05","cfs","O","","=""01/13/2021 00:23""",
"BOCBGRCO","=""01/13/2021 00:00""","4.1","cfs","O","","=""01/14/2021 00:23""",
"BOCBGRCO","=""01/14/2021 00:00""","5.27","cfs","O","","=""01/15/2021 00:23""",
"BOCBGRCO","=""01/15/2021 00:00""","7.6","cfs","O","","=""01/16/2021 00:23""",
"BOCBGRCO","=""01/16/2021 00:00""","4.05","cfs","O","","=""01/17/2021 00:22""",
"BOCBGRCO","=""01/17/2021 00:00""","4.05","cfs","O","","=""01/18/2021 00:23""",
"BOCBGRCO","=""01/18/2021 00:00""","4.06","cfs","O","","=""01/19/2021 00:23""",
"BOCBGRCO","=""01/19/2021 00:00""","4.05","cfs","O","","=""01/20/2021 00:23""",
"BOCBGRCO","=""01/20/2021 00:00""","6.69","cfs","O","","=""01/21/2021 00:22""",
"BOCBGRCO","=""01/21/2021 00:00""","5.86","cfs","O","","=""01/22/2021 00:23""",
"BOCBGRCO","=""01/22/2021 00:00""","4.05","cfs","O","","=""01/23/2021 00:22""",
"BOCBGRCO","=""01/23/2021 00:00""","4.05","cfs","O","","=""01/24/2021 00:23""",
"BOCBGRCO","=""01/24/2021 00:00""","4.05","cfs","O","","=""01/25/2021 00:23""",
"BOCBGRCO","=""01/25/2021 00:00""","5.27","cfs","O","","=""01/26/2021 00:23""",
"BOCBGRCO","=""01/26/2021 00:00""","4.15","cfs","O","","=""01/27/2021 00:22""",
"BOCBGRCO","=""01/27/2021 00:00""","7.09","cfs","O","","=""01/28/2021 00:22""",
"BOCBGRCO","=""01/28/2021 00:00""","4.05","cfs","O","","=""01/29/2021 00:22""",
"BOCBGRCO","=""01/29/2021 00:00""","4.05","cfs","O","","=""01/30/2021 00:23""",
"BOCBGRCO","=""01/30/2021 00:00""","4.05","cfs","O","","=""01/31/2021 00:22""",
"BOCBGRCO","=""01/31/2021 00:00""","4.06","cfs","O","","=""02/01/2021 00:23""",
"BOCBGRCO","=""02/01/2021 00:00""","4.05","cfs","O","","=""02/02/2021 00:23""",
"BOCBGRCO","=""02/02/2021 00:00""","4.06","cfs","O","","=""02/03/2021 00:23""",
"BOCBGRCO","=""02/03/2021 00:00""","4.05","cfs","O","","=""02/04/2021 00:23""",
"BOCBGRCO","=""02/04/2021 00:00""","4.05","cfs","O","","=""02/05/2021 00:22""",
"BOCBGRCO","=""02/05/2021 00:00""","4.05","cfs","O","","=""02/06/2021 00:23""",
"BOCBGRCO","=""02/06/2021 00:00""","4.05","cfs","O","","=""02/07/2021 00:23""",
"BOCBGRCO","=""02/07/2021 00:00""","4.05","cfs","O","","=""02/08/2021 00:22""",
"BOCBGRCO","=""02/08/2021 00:00""","4.05","cfs","O","","=""02/09/2021 00:23""",
"BOCBGRCO","=""02/09/2021 00:00""","4.05","cfs","O","","=""02/10/2021 00:23""",
"BOCBGRCO","=""02/10/2021 00:00""","4.05","cfs","O","","=""02/11/2021 00:23""",
"BOCBGRCO","=""02/11/2021 00:00""","4.05","cfs","O","Obs*","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/12/2021 00:00""","6.16","cfs","O","Ice","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/13/2021 00:00""","5.92","cfs","O","Ice","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/14/2021 00:00""","8.13","cfs","O","Ice","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/15/2021 00:00""","12.5","cfs","O","Ice","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/16/2021 00:00""","11.5","cfs","O","Ice","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/17/2021 00:00""","4.25","cfs","O","Obs*","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/18/2021 00:00""","4.06","cfs","O","","=""02/19/2021 20:08""",
"BOCBGRCO","=""02/19/2021 00:00""","4.05","cfs","O","","=""02/20/2021 00:23""",
"BOCBGRCO","=""02/20/2021 00:00""","3.86","cfs","O","","=""02/21/2021 00:23""",
"BOCBGRCO","=""02/21/2021 00:00""","3.85","cfs","O","","=""02/22/2021 00:23""",
"BOCBGRCO","=""02/22/2021 00:00""","6.27","cfs","O","","=""02/23/2021 00:23""",
"BOCBGRCO","=""02/23/2021 00:00""","45.9","cfs","O","","=""02/24/2021 00:23""",
"BOCBGRCO","=""02/24/2021 00:00""","81.8","cfs","O","","=""02/25/2021 00:23""",
"BOCBGRCO","=""02/25/2021 00:00""","82.2","cfs","O","","=""02/26/2021 00:23""",
"BOCBGRCO","=""02/26/2021 00:00""","81.9","cfs","O","","=""02/27/2021 00:23""",
"BOCBGRCO","=""02/27/2021 00:00""","81.9","cfs","O","","=""02/28/2021 00:23""",
"BOCBGRCO","=""02/28/2021 00:00""","81.8","cfs","O","","=""03/01/2021 00:23""",
"BOCBGRCO","=""03/01/2021 00:00""","81.9","cfs","O","","=""03/02/2021 00:23""",
"BOCBGRCO","=""03/02/2021 00:00""","81.8","cfs","O","","=""03/03/2021 00:22""",
"BOCBGRCO","=""03/03/2021 00:00""","81.9","cfs","O","","=""03/04/2021 00:23""",
"BOCBGRCO","=""03/04/2021 00:00""","81.9","cfs","O","","=""03/05/2021 00:23""",
"BOCBGRCO","=""03/05/2021 00:00""","81.9","cfs","O","","=""03/06/2021 00:23""",
"BOCBGRCO","=""03/06/2021 00:00""","81.7","cfs","O","","=""03/07/2021 00:23""",
"BOCBGRCO","=""03/07/2021 00:00""","80.4","cfs","O","","=""03/08/2021 00:23""",
"BOCBGRCO","=""03/08/2021 00:00""","81.3","cfs","O","","=""03/09/2021 00:23""",
"BOCBGRCO","=""03/09/2021 00:00""","81.6","cfs","O","","=""03/10/2021 00:23""",
"BOCBGRCO","=""03/10/2021 00:00""","81","cfs","O","","=""03/11/2021 00:22""",
"BOCBGRCO","=""03/11/2021 00:00""","80.5","cfs","O","","=""03/12/2021 00:23""",
"BOCBGRCO","=""03/12/2021 00:00""","80.4","cfs","O","","=""03/13/2021 00:23""",
"BOCBGRCO","=""03/13/2021 00:00""","80.4","cfs","O","","=""03/14/2021 00:23""",
"BOCBGRCO","=""03/14/2021 00:00""","80.6","cfs","O","","=""03/15/2021 00:23""",
"BOCBGRCO","=""03/15/2021 00:00""","80.4","cfs","O","","=""03/16/2021 00:23""",
"BOCBGRCO","=""03/16/2021 00:00""","80.4","cfs","O","","=""03/17/2021 00:23""",
"BOCBGRCO","=""03/17/2021 00:00""","81","cfs","O","","=""03/18/2021 00:23""",
"BOCBGRCO","=""03/18/2021 00:00""","82.9","cfs","O","","=""03/19/2021 00:23""",
"BOCBGRCO","=""03/19/2021 00:00""","83.4","cfs","O","","=""03/20/2021 00:23""",
"BOCBGRCO","=""03/20/2021 00:00""","83.2","cfs","O","","=""03/21/2021 00:23""",
"BOCBGRCO","=""03/21/2021 00:00""","83.4","cfs","O","","=""03/22/2021 00:23""",
"BOCBGRCO","=""03/22/2021 00:00""","83.3","cfs","O","","=""03/23/2021 00:23""",
"BOCBGRCO","=""03/23/2021 00:00""","84.8","cfs","O","","=""03/24/2021 00:23""",
"BOCBGRCO","=""03/24/2021 00:00""","85.2","cfs","O","","=""03/25/2021 00:23""",
"BOCBGRCO","=""03/25/2021 00:00""","36.1","cfs","O","","=""03/26/2021 00:23""",
"BOCBGRCO","=""03/26/2021 00:00""","10.4","cfs","O","","=""03/27/2021 00:22""",
"BOCBGRCO","=""03/27/2021 00:00""","10.3","cfs","O","","=""03/28/2021 00:23""",
"BOCBGRCO","=""03/28/2021 00:00""","10","cfs","O","","=""03/29/2021 00:23""",
"BOCBGRCO","=""03/29/2021 00:00""","13.3","cfs","O","","=""03/30/2021 00:23""",
"BOCBGRCO","=""03/30/2021 00:00""","18.3","cfs","O","","=""03/31/2021 00:23""",
"BOCBGRCO","=""03/31/2021 00:00""","19.8","cfs","O","","=""04/01/2021 00:23""",
"BOCBGRCO","=""04/01/2021 00:00""","19.7","cfs","O","","=""04/02/2021 00:23""",
"BOCBGRCO","=""04/02/2021 00:00""","29.9","cfs","O","","=""04/03/2021 00:22""",
"BOCBGRCO","=""04/03/2021 00:00""","35.6","cfs","O","","=""04/04/2021 00:23""",
"BOCBGRCO","=""04/04/2021 00:00""","35.2","cfs","O","","=""04/05/2021 00:23""",
"BOCBGRCO","=""04/05/2021 00:00""","35.1","cfs","O","","=""04/06/2021 00:22""",
"BOCBGRCO","=""04/06/2021 00:00""","47.9","cfs","O","","=""04/07/2021 00:23""",
"BOCBGRCO","=""04/07/2021 00:00""","49","cfs","O","","=""04/08/2021 00:23""",
"BOCBGRCO","=""04/08/2021 00:00""","35.5","cfs","O","","=""04/09/2021 00:23""",
"BOCBGRCO","=""04/09/2021 00:00""","26","cfs","O","","=""04/10/2021 00:23""",
"BOCBGRCO","=""04/10/2021 00:00""","23.5","cfs","O","","=""04/11/2021 00:23""",
"BOCBGRCO","=""04/11/2021 00:00""","23.4","cfs","O","","=""04/12/2021 00:23""",
"BOCBGRCO","=""04/12/2021 00:00""","30.9","cfs","O","","=""04/13/2021 00:23""",
"BOCBGRCO","=""04/13/2021 00:00""","35.6","cfs","O","","=""04/14/2021 00:23""",
"BOCBGRCO","=""04/14/2021 00:00""","26.6","cfs","O","","=""04/15/2021 00:23""",
"BOCBGRCO","=""04/15/2021 00:00""","17.7","cfs","O","","=""04/16/2021 00:23""",
"BOCBGRCO","=""04/16/2021 00:00""","16.1","cfs","O","","=""04/17/2021 00:23""",
"BOCBGRCO","=""04/17/2021 00:00""","16.4","cfs","O","","=""04/18/2021 00:22""",
"BOCBGRCO","=""04/18/2021 00:00""","16.4","cfs","O","","=""04/19/2021 00:22""",
"BOCBGRCO","=""04/19/2021 00:00""","18.7","cfs","O","","=""04/20/2021 00:22""",
"BOCBGRCO","=""04/20/2021 00:00""","20.4","cfs","O","","=""04/21/2021 00:23""",
"BOCBGRCO","=""04/21/2021 00:00""","19","cfs","O","","=""04/22/2021 00:23""",
"BOCBGRCO","=""04/22/2021 00:00""","72.7","cfs","O","","=""04/23/2021 00:23""",
"BOCBGRCO","=""04/23/2021 00:00""","97.1","cfs","O","","=""04/24/2021 00:23""",
"BOCBGRCO","=""04/24/2021 00:00""","97.1","cfs","O","","=""04/25/2021 00:23""",
"BOCBGRCO","=""04/25/2021 00:00""","96.8","cfs","O","","=""04/26/2021 00:23""",
"BOCBGRCO","=""04/26/2021 00:00""","103","cfs","O","","=""04/27/2021 00:23""",
"BOCBGRCO","=""04/27/2021 00:00""","121","cfs","O","","=""04/27/2021 23:23""",
"BOCBGRCO","=""04/28/2021 00:00""","130","cfs","O","","=""04/29/2021 00:23""",
"BOCBGRCO","=""04/29/2021 00:00""","136","cfs","O","","=""04/30/2021 00:23""",
"BOCBGRCO","=""04/30/2021 00:00""","140","cfs","O","","=""05/01/2021 00:23""",
"BOCBGRCO","=""05/01/2021 00:00""","140","cfs","O","","=""05/02/2021 00:23""",
"BOCBGRCO","=""05/02/2021 00:00""","140","cfs","O","","=""05/03/2021 00:23""",
"BOCBGRCO","=""05/03/2021 00:00""","173","cfs","O","","=""05/04/2021 00:23""",
"BOCBGRCO","=""05/04/2021 00:00""","177","cfs","O","","=""05/05/2021 00:23""",
"BOCBGRCO","=""05/05/2021 00:00""","205","cfs","O","","=""05/06/2021 00:23""",
"BOCBGRCO","=""05/06/2021 00:00""","244","cfs","O","","=""05/07/2021 00:23""",
"BOCBGRCO","=""05/07/2021 00:00""","228","cfs","O","","=""05/08/2021 00:23""",
"BOCBGRCO","=""05/08/2021 00:00""","211","cfs","O","","=""05/09/2021 00:23""",
"BOCBGRCO","=""05/09/2021 00:00""","211","cfs","O","","=""05/10/2021 00:23""",
"BOCBGRCO","=""05/10/2021 00:00""","239","cfs","O","","=""05/11/2021 00:23""",
"BOCBGRCO","=""05/11/2021 00:00""","256","cfs","O","","=""05/12/2021 00:22""",
"BOCBGRCO","=""05/12/2021 00:00""","249","cfs","O","","=""05/13/2021 00:23""",
"BOCBGRCO","=""05/13/2021 00:00""","227","cfs","O","","=""05/14/2021 00:23""",
"BOCBGRCO","=""05/14/2021 00:00""","191","cfs","O","","=""05/15/2021 00:23""",
"BOCBGRCO","=""05/15/2021 00:00""","176","cfs","O","","=""05/16/2021 00:23""",
"BOCBGRCO","=""05/16/2021 00:00""","176","cfs","O","","=""05/17/2021 00:23""",
"BOCBGRCO","=""05/17/2021 00:00""","196","cfs","O","","=""05/18/2021 00:23""",
"BOCBGRCO","=""05/18/2021 00:00""","233","cfs","O","","=""05/19/2021 00:23""",
"BOCBGRCO","=""05/19/2021 00:00""","223","cfs","O","","=""05/20/2021 00:23""",
"BOCBGRCO","=""05/20/2021 00:00""","201","cfs","O","","=""05/21/2021 00:23""",
"BOCBGRCO","=""05/21/2021 00:00""","210","cfs","O","","=""05/22/2021 00:23""",
"BOCBGRCO","=""05/22/2021 00:00""","218","cfs","O","","=""05/23/2021 00:23""",
"BOCBGRCO","=""05/23/2021 00:00""","218","cfs","O","","=""05/24/2021 00:23""",
"BOCBGRCO","=""05/24/2021 00:00""","218","cfs","O","","=""05/25/2021 00:23""",
"BOCBGRCO","=""05/25/2021 00:00""","218","cfs","O","","=""05/26/2021 00:23""",
"BOCBGRCO","=""05/26/2021 00:00""","218","cfs","O","","=""05/27/2021 00:23""",
"BOCBGRCO","=""05/27/2021 00:00""","219","cfs","O","","=""05/28/2021 00:22""",
"BOCBGRCO","=""05/28/2021 00:00""","220","cfs","O","","=""05/29/2021 00:23""",
"BOCBGRCO","=""05/29/2021 00:00""","220","cfs","O","","=""05/30/2021 00:23""",
"BOCBGRCO","=""05/30/2021 00:00""","221","cfs","O","","=""05/31/2021 00:23""",
"BOCBGRCO","=""05/31/2021 00:00""","221","cfs","O","","=""06/01/2021 00:23""",
"BOCBGRCO","=""06/01/2021 00:00""","221","cfs","O","","=""06/02/2021 00:23""",
"BOCBGRCO","=""06/02/2021 00:00""","220","cfs","O","","=""06/03/2021 00:23""",
"BOCBGRCO","=""06/03/2021 00:00""","220","cfs","O","","=""06/04/2021 00:23""",
"BOCBGRCO","=""06/04/2021 00:00""","221","cfs","O","","=""06/05/2021 00:22""",
"BOCBGRCO","=""06/05/2021 00:00""","220","cfs","O","","=""06/06/2021 00:23""",
"BOCBGRCO","=""06/06/2021 00:00""","220","cfs","O","","=""06/07/2021 00:22""",
"BOCBGRCO","=""06/07/2021 00:00""","250","cfs","O","","=""06/08/2021 00:23""",
"BOCBGRCO","=""06/08/2021 00:00""","292","cfs","O","","=""06/09/2021 00:23""",
"BOCBGRCO","=""06/09/2021 00:00""","318","cfs","O","","=""06/10/2021 00:23""",
"BOCBGRCO","=""06/10/2021 00:00""","339","cfs","O","","=""06/11/2021 00:23""",
"BOCBGRCO","=""06/11/2021 00:00""","354","cfs","O","","=""06/12/2021 00:23""",
"BOCBGRCO","=""06/12/2021 00:00""","358","cfs","O","","=""06/13/2021 00:23""",
"BOCBGRCO","=""06/13/2021 00:00""","358","cfs","O","","=""06/14/2021 00:23""",
"BOCBGRCO","=""06/14/2021 00:00""","358","cfs","O","","=""06/15/2021 00:23""",
"BOCBGRCO","=""06/15/2021 00:00""","358","cfs","O","","=""06/16/2021 00:23""",
"BOCBGRCO","=""06/16/2021 00:00""","367","cfs","O","","=""06/17/2021 00:23""",
"BOCBGRCO","=""06/17/2021 00:00""","396","cfs","O","","=""06/18/2021 00:22""",
"BOCBGRCO","=""06/18/2021 00:00""","453","cfs","O","","=""06/19/2021 00:23""",
"BOCBGRCO","=""06/19/2021 00:00""","487","cfs","O","","=""06/20/2021 00:23""",
"BOCBGRCO","=""06/20/2021 00:00""","492","cfs","O","","=""06/21/2021 00:23""",
"BOCBGRCO","=""06/21/2021 00:00""","431","cfs","O","","=""06/22/2021 00:23""",
"BOCBGRCO","=""06/22/2021 00:00""","360","cfs","O","","=""06/23/2021 00:23""",
"BOCBGRCO","=""06/23/2021 00:00""","325","cfs","O","","=""06/24/2021 00:23""",
"BOCBGRCO","=""06/24/2021 00:00""","329","cfs","O","","=""06/25/2021 00:23""",
"BOCBGRCO","=""06/25/2021 00:00""","347","cfs","O","","=""06/26/2021 00:23""",
"BOCBGRCO","=""06/26/2021 00:00""","358","cfs","O","","=""06/27/2021 00:23""",
"BOCBGRCO","=""06/27/2021 00:00""","360","cfs","O","","=""06/28/2021 00:23""",
"BOCBGRCO","=""06/28/2021 00:00""","376","cfs","O","","=""06/29/2021 00:23""",
"BOCBGRCO","=""06/29/2021 00:00""","361","cfs","O","","=""06/30/2021 00:23""",
"BOCBGRCO","=""06/30/2021 00:00""","338","cfs","O","","=""07/01/2021 00:23""",
"BOCBGRCO","=""07/01/2021 00:00""","329","cfs","O","","=""07/02/2021 00:23""",
"BOCBGRCO","=""07/02/2021 00:00""","335","cfs","O","","=""07/03/2021 00:23""",
"BOCBGRCO","=""07/03/2021 00:00""","332","cfs","O","","=""07/04/2021 00:23""",
"BOCBGRCO","=""07/04/2021 00:00""","320","cfs","O","","=""07/05/2021 00:23""",
"BOCBGRCO","=""07/05/2021 00:00""","300","cfs","O","","=""07/06/2021 00:22""",
"BOCBGRCO","=""07/06/2021 00:00""","290","cfs","O","","=""07/07/2021 00:23""",
"BOCBGRCO","=""07/07/2021 00:00""","290","cfs","O","","=""07/08/2021 00:23""",
"BOCBGRCO","=""07/08/2021 00:00""","279","cfs","O","","=""07/09/2021 00:23""",
"BOCBGRCO","=""07/09/2021 00:00""","262","cfs","O","","=""07/10/2021 00:23""",
"BOCBGRCO","=""07/10/2021 00:00""","223","cfs","O","","=""07/11/2021 00:22""",
"BOCBGRCO","=""07/11/2021 00:00""","205","cfs","O","","=""07/12/2021 00:23""",
"BOCBGRCO","=""07/12/2021 00:00""","197","cfs","O","","=""07/13/2021 00:23""",
"BOCBGRCO","=""07/13/2021 00:00""","185","cfs","O","","=""07/14/2021 00:23""",
"BOCBGRCO","=""07/14/2021 00:00""","181","cfs","O","","=""07/15/2021 00:23""",
"BOCBGRCO","=""07/15/2021 00:00""","181","cfs","O","","=""07/16/2021 00:23""",
"BOCBGRCO","=""07/16/2021 00:00""","181","cfs","O","","=""07/17/2021 00:22""",
"BOCBGRCO","=""07/17/2021 00:00""","181","cfs","O","","=""07/18/2021 00:23""",
"BOCBGRCO","=""07/18/2021 00:00""","182","cfs","O","","=""07/19/2021 00:22""",
"BOCBGRCO","=""07/19/2021 00:00""","182","cfs","O","","=""07/20/2021 00:23""",
"BOCBGRCO","=""07/20/2021 00:00""","182","cfs","O","","=""07/21/2021 00:23""",
"BOCBGRCO","=""07/21/2021 00:00""","172","cfs","O","","=""07/21/2021 23:25""",
"BOCBGRCO","=""07/22/2021 00:00""","157","cfs","O","","=""07/23/2021 08:05""",
"BOCBGRCO","=""07/23/2021 00:00""","156","cfs","O","","=""07/24/2021 00:23""",
"BOCBGRCO","=""07/24/2021 00:00""","157","cfs","O","","=""07/25/2021 00:23""",
"BOCBGRCO","=""07/25/2021 00:00""","157","cfs","O","","=""07/26/2021 00:23""",
"BOCBGRCO","=""07/26/2021 00:00""","163","cfs","O","","=""07/27/2021 00:23""",
"BOCBGRCO","=""07/27/2021 00:00""","166","cfs","O","","=""07/28/2021 00:23""",
"BOCBGRCO","=""07/28/2021 00:00""","166","cfs","O","","=""07/29/2021 00:23""",
"BOCBGRCO","=""07/29/2021 00:00""","162","cfs","O","","=""07/30/2021 00:22""",
"BOCBGRCO","=""07/30/2021 00:00""","160","cfs","O","","=""07/31/2021 00:23""",
"BOCBGRCO","=""07/31/2021 00:00""","160","cfs","O","","=""08/01/2021 00:23""",
"BOCBGRCO","=""08/01/2021 00:00""","187","cfs","O","","=""08/02/2021 00:23""",
"BOCBGRCO","=""08/02/2021 00:00""","192","cfs","O","","=""08/03/2021 00:23""",
"BOCBGRCO","=""08/03/2021 00:00""","185","cfs","O","","=""08/04/2021 00:23""",
"BOCBGRCO","=""08/04/2021 00:00""","185","cfs","O","","=""08/05/2021 00:23""",
"BOCBGRCO","=""08/05/2021 00:00""","160","cfs","O","","=""08/06/2021 00:23""",
"BOCBGRCO","=""08/06/2021 00:00""","144","cfs","O","","=""08/07/2021 00:22""",
"BOCBGRCO","=""08/07/2021 00:00""","127","cfs","O","","=""08/08/2021 00:23""",
"BOCBGRCO","=""08/08/2021 00:00""","117","cfs","O","","=""08/09/2021 00:23""",
"BOCBGRCO","=""08/09/2021 00:00""","112","cfs","O","","=""08/10/2021 00:23""",
"BOCBGRCO","=""08/10/2021 00:00""","108","cfs","O","","=""08/11/2021 00:24""",
"BOCBGRCO","=""08/11/2021 00:00""","100","cfs","O","","=""08/12/2021 00:24""",
"BOCBGRCO","=""08/12/2021 00:00""","100","cfs","O","","=""08/13/2021 00:23""",
"BOCBGRCO","=""08/13/2021 00:00""","102","cfs","O","","=""08/14/2021 00:23""",
"BOCBGRCO","=""08/14/2021 00:00""","102","cfs","O","","=""08/15/2021 00:23""",
"BOCBGRCO","=""08/15/2021 00:00""","102","cfs","O","","=""08/16/2021 00:23""",
"BOCBGRCO","=""08/16/2021 00:00""","102","cfs","O","","=""08/17/2021 00:23""",
"BOCBGRCO","=""08/17/2021 00:00""","102","cfs","O","","=""08/18/2021 00:23""",
"BOCBGRCO","=""08/18/2021 00:00""","102","cfs","O","","=""08/19/2021 00:22""",
"BOCBGRCO","=""08/19/2021 00:00""","102","cfs","O","","=""08/20/2021 00:23""",
"BOCBGRCO","=""08/20/2021 00:00""","102","cfs","O","","=""08/21/2021 00:23""",
"BOCBGRCO","=""08/21/2021 00:00""","102","cfs","O","","=""08/22/2021 00:24""",
"BOCBGRCO","=""08/22/2021 00:00""","102","cfs","O","","=""08/23/2021 00:23""",
"BOCBGRCO","=""08/23/2021 00:00""","102","cfs","O","","=""08/24/2021 00:23""",
"BOCBGRCO","=""08/24/2021 00:00""","98.9","cfs","O","","=""08/25/2021 00:23""",
"BOCBGRCO","=""08/25/2021 00:00""","97.1","cfs","O","","=""08/26/2021 00:23""",
"BOCBGRCO","=""08/26/2021 00:00""","98.9","cfs","O","","=""08/27/2021 00:22""",
"BOCBGRCO","=""08/27/2021 00:00""","97.2","cfs","O","","=""08/28/2021 00:23""",
